SK_Product,SK_Time,SK_Store,SK_Staff,SK_Order,SK_Customer,item_quantity,stock_quantity,discount
52,20170528,2,7,1524,1134,1,22,0.20
52,20170615,2,7,1559,1023,2,22,0.20
52,20170731,2,7,44,257,1,22,0.07
52,20170910,2,8,137,301,2,22,0.07
52,20171005,2,7,193,1254,2,22,0.07
52,20171026,1,3,231,104,1,0,0.10
52,20171027,2,8,238,547,1,22,0.20
52,20171104,2,7,256,49,1,22,0.20
52,20171116,1,4,278,410,1,0,0.10
52,20171208,2,7,325,1410,2,22,0.10
52,20171227,2,7,356,1169,1,22,0.07
52,20180112,1,4,381,76,2,0,0.20
52,20180214,2,8,439,944,1,22,0.07
52,20180303,3,9,465,965,2,28,0.05
52,20180401,2,8,536,636,2,22,0.07
52,20180414,2,8,597,547,1,22,0.05
52,20180421,1,3,630,1003,1,0,0.10
52,20180423,1,4,641,586,2,0,0.20
53,20170213,3,9,1299,567,2,18,0.20
53,20170215,2,7,1302,1083,2,22,0.07
53,20170215,2,7,1303,350,1,22,0.20
53,20170307,2,8,1349,652,2,22,0.05
53,20170319,2,7,1382,1194,2,22,0.07
53,20170330,2,8,1402,597,2,22,0.10
53,20170418,2,8,1448,999,1,22,0.07
53,20170420,2,7,1452,157,1,22,0.05
53,20170422,2,7,1456,1197,2,22,0.20
53,20170428,2,8,1465,832,2,22,0.10
53,20170722,2,8,24,790,2,22,0.20
53,20170817,2,7,79,884,1,22,0.10
53,20170910,1,3,135,1168,2,22,0.10
53,20170910,2,8,137,301,1,22,0.07
53,20170921,1,3,156,619,1,22,0.10
53,20171012,3,10,201,170,2,18,0.05
53,20171027,2,8,238,547,1,22,0.10
53,20171201,2,7,310,589,2,22,0.05
53,20171204,2,8,319,628,1,22,0.10
53,20171228,1,4,359,608,1,22,0.05
53,20180106,2,8,372,621,2,22,0.05
53,20180221,2,8,451,839,2,22,0.10
53,20180307,2,7,475,291,1,22,0.07
53,20180416,2,7,606,1180,1,22,0.20
53,20180426,2,7,655,113,2,22,0.07
54,20170111,2,8,1230,548,2,2,0.05
54,20170120,1,4,1243,719,1,6,0.05
54,20170228,2,7,1329,129,2,2,0.20
54,20170316,1,3,1376,384,1,6,0.05
54,20170404,3,10,1416,583,1,15,0.20
54,20170525,2,8,1515,784,1,2,0.10
54,20170614,2,8,1556,522,2,2,0.20
54,20170804,2,8,49,1114,2,2,0.10
54,20170808,2,8,56,1199,1,2,0.05
54,20170817,2,8,81,998,1,2,0.05
54,20170910,2,8,137,301,1,2,0.20
54,20170925,2,8,167,423,2,2,0.10
54,20170927,2,8,168,1210,1,2,0.10
54,20171005,2,7,193,1254,2,2,0.20
54,20171023,1,3,223,690,2,6,0.07
54,20171111,2,7,272,674,1,2,0.05
54,20171116,1,4,278,410,2,6,0.05
54,20171120,2,8,289,112,2,2,0.10
54,20171225,2,8,352,33,1,2,0.10
55,20170109,1,3,1224,1419,1,25,0.05
55,20170114,2,8,1233,146,1,10,0.10
55,20170119,1,4,1242,142,2,25,0.20
55,20170202,1,4,1269,926,1,25,0.07
55,20170213,2,7,1297,276,2,10,0.20
55,20170301,2,8,1334,1111,2,10,0.05
55,20170305,2,8,1343,227,1,10,0.07
55,20170306,2,8,1347,376,1,10,0.10
55,20170309,1,3,1355,1116,2,25,0.05
55,20170323,2,7,1387,1062,2,10,0.05
55,20170323,2,8,1389,1438,2,10,0.05
55,20170327,2,7,1396,66,2,10,0.05
55,20170427,2,8,1462,862,2,10,0.05
55,20170508,2,7,1484,232,1,10,0.10
55,20170626,3,9,1596,1099,2,14,0.05
55,20170716,2,7,12,386,1,10,0.07
55,20170716,3,9,13,74,2,14,0.07
55,20170726,2,7,33,989,2,10,0.10
55,20170819,2,7,87,803,1,10,0.10
55,20170904,2,7,127,1370,1,10,0.05
55,20171001,1,3,178,1323,2,25,0.10
55,20171008,2,8,195,945,1,10,0.20
55,20171023,2,7,227,561,1,10,0.07
55,20171109,1,3,266,971,2,25,0.20
55,20171125,2,7,299,855,1,10,0.05
55,20171127,2,7,306,300,2,10,0.07
55,20171211,1,3,329,1388,2,25,0.05
55,20180404,1,4,548,1247,2,25,0.20
55,20180412,1,4,583,1202,1,25,0.10
55,20180421,1,3,630,1003,1,25,0.07
55,20180426,1,4,652,511,1,25,0.10
56,20170126,2,7,1253,1345,2,22,0.20
56,20170206,3,9,1281,940,1,1,0.07
56,20170221,2,7,1318,893,2,22,0.07
56,20170331,2,7,1404,687,2,22,0.05
56,20170401,3,10,1410,229,2,1,0.10
56,20170411,2,7,1429,816,2,22,0.20
56,20170505,2,8,1479,54,1,22,0.07
56,20170520,1,3,1502,858,1,20,0.05
56,20170617,2,7,1567,1314,1,22,0.05
56,20170723,2,8,30,1266,2,22,0.10
56,20170730,2,7,42,317,1,22,0.20
56,20170809,1,4,59,602,2,20,0.07
56,20170902,2,7,121,13,1,22,0.10
56,20170915,2,8,144,885,2,22,0.07
56,20171216,2,8,340,1311,1,22,0.10
56,20171222,1,3,344,429,2,20,0.07
56,20180202,1,3,422,1428,2,20,0.07
56,20180403,1,4,543,703,2,20,0.20
56,20180413,2,7,595,647,1,22,0.10
56,20180823,2,8,679,2,1,22,0.20
57,20170110,1,4,1227,173,2,20,0.10
57,20170114,2,8,1233,146,2,15,0.07
57,20170213,3,9,1299,567,2,28,0.10
57,20170330,2,8,1402,597,1,15,0.20
57,20170413,2,8,1436,1389,1,15,0.10
57,20170602,2,8,1534,354,1,15,0.07
57,20170602,3,9,1533,1091,2,28,0.20
57,20170719,2,7,19,1167,1,15,0.20
57,20170722,2,7,23,659,2,15,0.10
57,20170804,1,3,48,253,1,20,0.10
57,20170807,2,8,52,303,2,15,0.10
57,20170812,2,8,66,843,1,15,0.05
57,20170824,2,8,104,292,1,15,0.05
57,20170907,2,7,131,115,2,15,0.20
57,20170919,2,7,152,1422,1,15,0.10
57,20171026,2,8,235,383,1,15,0.05
57,20171031,2,8,249,325,2,15,0.07
57,20171101,3,10,250,872,1,28,0.20
57,20180208,2,8,429,143,1,15,0.05
57,20180416,2,7,606,1180,2,15,0.05
57,20180427,1,3,659,520,2,20,0.07
57,20180427,2,7,661,1335,2,15,0.20
58,20170121,2,8,1246,1192,2,14,0.20
58,20170131,2,8,1267,1420,2,14,0.20
58,20170508,3,10,1485,30,1,5,0.07
58,20170613,2,7,1553,933,2,14,0.05
58,20170723,2,8,30,1266,2,14,0.20
58,20170812,2,8,66,843,2,14,0.05
58,20170821,1,3,96,558,2,28,0.20
58,20170827,2,7,110,349,2,14,0.07
58,20170927,2,8,168,1210,2,14,0.07
58,20171013,2,8,204,28,1,14,0.10
58,20180319,2,8,503,665,1,14,0.07
58,20180402,2,8,542,1269,1,14,0.05
59,20170108,2,7,1223,223,1,24,0.07
59,20170122,2,8,1247,1289,1,24,0.10
59,20170129,2,7,1264,1019,1,24,0.20
59,20170302,1,4,1335,771,1,28,0.10
59,20170306,3,10,1348,1395,1,19,0.10
59,20170315,2,8,1375,333,1,24,0.07
59,20170323,2,8,1389,1438,2,24,0.05
59,20170421,3,9,1454,1317,1,19,0.05
59,20170427,3,9,1464,259,1,19,0.20
59,20170702,2,7,1604,164,1,24,0.05
59,20170709,1,4,1609,464,2,28,0.07
59,20170715,2,8,9,632,1,24,0.10
59,20170718,1,4,16,886,2,28,0.20
59,20170809,1,4,59,602,2,28,0.10
59,20170827,2,7,110,349,1,24,0.05
59,20170924,1,3,162,99,1,28,0.20
59,20171109,2,7,267,1444,2,24,0.20
59,20171120,2,8,289,112,2,24,0.05
59,20171216,2,7,341,457,2,24,0.05
59,20171228,1,4,359,608,2,28,0.20
59,20180106,3,9,373,563,2,19,0.10
59,20180113,2,7,384,996,1,24,0.05
59,20180320,1,4,505,655,2,28,0.10
59,20180403,1,4,547,578,1,28,0.10
60,20170111,2,8,1230,548,2,12,0.05
60,20170112,3,10,1231,1430,1,22,0.10
60,20170119,1,4,1242,142,2,9,0.07
60,20170216,2,8,1308,1031,1,12,0.10
60,20170219,2,7,1311,1296,1,12,0.05
60,20170226,2,8,1321,1261,2,12,0.10
60,20170308,2,7,1353,972,2,12,0.05
60,20170328,3,9,1399,120,1,22,0.07
60,20170403,1,4,1412,282,2,9,0.20
60,20170405,2,8,1419,204,1,12,0.07
60,20170523,2,8,1513,1310,2,12,0.10
60,20170525,2,8,1515,784,2,12,0.10
60,20170612,1,3,1552,1154,2,9,0.05
60,20170707,2,8,1608,1140,1,12,0.10
60,20170723,2,7,31,341,1,12,0.10
60,20170819,2,7,87,803,1,12,0.07
60,20170822,3,9,99,1086,2,22,0.07
60,20171015,2,7,212,103,2,12,0.10
60,20171027,3,10,240,1079,2,22,0.10
60,20171030,1,3,245,22,2,9,0.05
60,20171216,2,7,341,457,1,12,0.20
60,20180104,2,8,370,1182,2,12,0.05
60,20180315,2,8,490,851,2,12,0.05
60,20180330,1,3,528,673,1,9,0.07
60,20180418,1,4,617,670,1,9,0.07
61,20170104,2,8,1215,339,1,1,0.05
61,20170205,2,8,1277,980,2,1,0.20
61,20170308,3,10,1354,1272,1,10,0.10
61,20170309,3,10,1362,391,1,10,0.20
61,20170311,2,8,1364,834,1,1,0.07
61,20170401,3,9,1407,507,2,10,0.05
61,20170404,2,7,1415,357,1,1,0.05
61,20170409,2,8,1427,1085,1,1,0.20
61,20170417,2,7,1446,1131,2,1,0.07
61,20170506,2,7,1480,1207,1,1,0.10
61,20170507,1,4,1481,586,1,13,0.20
61,20170613,2,7,1553,933,1,1,0.05
61,20170621,2,7,1580,362,1,1,0.20
61,20170810,2,7,61,848,1,1,0.05
61,20170813,2,7,67,1205,1,1,0.07
61,20170817,2,8,75,614,2,1,0.05
61,20170918,1,4,149,200,2,13,0.05
61,20170930,2,8,173,1137,1,1,0.10
61,20171001,2,7,185,77,2,1,0.05
61,20171003,2,8,187,654,2,1,0.07
61,20171008,2,8,195,945,2,1,0.20
61,20171026,2,7,233,6,1,1,0.10
61,20171102,2,7,251,233,1,1,0.05
61,20171201,2,8,311,1425,2,1,0.10
61,20171207,1,4,321,646,1,13,0.10
61,20171220,2,7,343,647,2,1,0.05
61,20180113,2,7,385,1354,2,1,0.20
61,20180412,3,10,588,335,1,10,0.05
62,20170124,2,7,1251,738,2,26,0.20
62,20170128,2,8,1257,1214,2,26,0.07
62,20170201,2,8,1268,759,1,26,0.20
62,20170205,1,4,1276,262,2,25,0.20
62,20170208,1,4,1287,394,1,25,0.10
62,20170218,2,8,1309,445,2,26,0.10
62,20170723,2,8,30,1266,1,26,0.20
62,20170807,3,10,53,542,2,22,0.05
62,20170910,1,3,135,1168,1,25,0.20
62,20170928,2,8,170,206,2,26,0.07
62,20171007,2,8,194,379,1,26,0.20
62,20171026,2,7,233,6,1,26,0.05
62,20171117,2,7,279,942,1,26,0.05
62,20171214,2,7,332,91,2,26,0.07
62,20171225,3,10,353,1371,2,22,0.07
62,20171228,1,4,359,608,1,25,0.10
62,20171231,2,8,361,769,2,26,0.05
62,20180212,2,8,436,1036,1,26,0.05
62,20180426,1,3,654,594,1,25,0.10
62,20180429,2,8,667,880,2,26,0.20
63,20170128,2,8,1258,1235,2,3,0.07
63,20170305,2,8,1343,227,2,3,0.07
63,20170403,1,4,1412,282,2,7,0.20
63,20170404,2,8,1414,672,2,3,0.07
63,20170409,2,8,1427,1085,2,3,0.10
63,20170515,2,7,1495,527,2,3,0.10
63,20170520,1,3,1502,858,1,7,0.05
63,20170614,2,8,1556,522,1,3,0.05
63,20170619,1,3,1574,1247,1,7,0.10
63,20170711,2,8,1613,875,2,3,0.20
63,20170712,2,8,1614,580,1,3,0.20
63,20170812,2,8,66,843,1,3,0.20
63,20170829,2,8,116,757,1,3,0.07
63,20170903,1,4,123,1153,1,7,0.07
63,20170920,2,7,154,59,1,3,0.10
63,20170921,1,3,156,619,2,7,0.05
63,20170925,2,7,164,1022,2,3,0.07
63,20171019,1,3,218,550,2,7,0.10
63,20171022,2,8,222,323,1,3,0.05
63,20171026,1,3,231,104,2,7,0.20
63,20171216,1,4,338,100,2,7,0.10
63,20180320,3,9,511,35,1,1,0.05
63,20180421,1,4,633,550,1,7,0.07
63,20180428,2,8,662,836,1,3,0.10
63,20180823,2,8,679,2,1,3,0.20
64,20170103,2,7,1214,906,2,7,0.10
64,20170106,2,7,1218,106,2,7,0.05
64,20170119,1,4,1242,142,2,30,0.07
64,20170120,1,4,1243,719,1,30,0.20
64,20170206,3,10,1282,1400,2,1,0.10
64,20170209,2,8,1292,1213,2,7,0.05
64,20170415,2,7,1440,750,2,7,0.20
64,20170501,2,8,1471,1274,2,7,0.05
64,20170502,2,8,1474,734,1,7,0.20
64,20170513,3,9,1489,1069,1,1,0.07
64,20170518,2,7,1500,1288,1,7,0.07
64,20170526,2,7,1519,1321,1,7,0.05
64,20170528,1,3,1522,78,1,30,0.05
64,20170626,2,7,1592,140,2,7,0.05
64,20170712,2,7,1615,992,1,7,0.05
64,20170716,2,7,11,131,2,7,0.10
64,20170827,2,7,110,349,2,7,0.07
64,20170831,2,8,118,440,1,7,0.20
64,20170906,2,8,129,767,1,7,0.07
64,20170921,1,3,157,10,2,30,0.05
64,20171008,2,7,196,124,1,7,0.10
64,20171014,2,7,209,137,1,7,0.10
64,20171021,2,7,221,635,2,7,0.20
64,20171028,2,8,244,175,2,7,0.05
64,20180209,2,8,432,113,1,7,0.10
64,20180417,1,4,610,524,2,30,0.20
64,20180426,1,4,652,511,2,30,0.10
65,20170131,2,8,1267,1420,1,29,0.05
65,20170228,3,10,1331,818,2,11,0.05
65,20170405,2,8,1418,1142,1,29,0.05
65,20170405,2,8,1419,204,1,29,0.05
65,20170502,2,8,1474,734,2,29,0.05
65,20170505,2,8,1479,54,2,29,0.05
65,20170515,2,7,1496,763,2,29,0.10
65,20170611,2,7,1549,455,2,29,0.20
65,20170825,2,7,107,1256,1,29,0.20
65,20171004,2,7,189,38,2,29,0.20
65,20171110,2,8,270,1340,2,29,0.10
65,20171230,1,4,360,578,1,20,0.10
65,20180104,1,4,368,829,1,20,0.05
65,20180117,2,7,395,895,2,29,0.05
65,20180417,1,3,607,891,2,20,0.20
65,20180427,2,7,661,1335,1,29,0.05
66,20170124,2,7,1251,738,1,29,0.10
66,20170213,3,9,1299,567,2,23,0.07
66,20170219,2,7,1310,1275,1,29,0.07
66,20170407,2,8,1425,1076,1,29,0.20
66,20170413,2,7,1435,842,2,29,0.20
66,20170509,2,7,1486,554,2,29,0.20
66,20170520,2,7,1507,1415,1,29,0.07
66,20170611,2,8,1547,1147,2,29,0.10
66,20170617,3,10,1569,1139,2,23,0.05
66,20170626,2,7,1592,140,2,29,0.05
66,20170727,2,8,34,306,1,29,0.20
66,20170730,1,3,38,345,2,15,0.20
66,20170821,2,8,98,582,1,29,0.07
66,20170923,1,4,161,952,2,15,0.20
66,20171012,2,7,200,1193,1,29,0.05
66,20171021,2,7,221,635,2,29,0.05
66,20171027,2,8,238,547,2,29,0.20
66,20171103,2,7,252,941,1,29,0.05
66,20171125,2,7,299,855,1,29,0.20
66,20171216,2,8,340,1311,1,29,0.10
66,20180416,2,7,606,1180,2,29,0.10
67,20170106,2,7,1218,106,2,25,0.20
67,20170125,2,8,1252,1361,2,25,0.07
67,20170203,1,3,1273,110,2,30,0.20
67,20170306,3,10,1348,1395,1,24,0.20
67,20170315,2,7,1374,23,2,25,0.05
67,20170419,1,3,1449,1198,1,30,0.20
67,20170429,2,7,1467,1418,2,25,0.10
67,20170718,2,8,15,1224,2,25,0.10
67,20170730,2,8,40,983,2,25,0.10
67,20170817,2,7,79,884,1,25,0.07
67,20170822,3,9,99,1086,2,24,0.20
67,20170913,3,10,141,642,2,24,0.07
67,20170923,1,4,161,952,2,30,0.05
67,20171023,1,3,223,690,2,30,0.10
67,20171204,2,8,320,40,2,25,0.20
67,20180301,2,8,461,51,2,25,0.07
67,20180315,3,9,492,1290,1,24,0.07
67,20180320,1,4,505,655,2,30,0.07
67,20180324,2,8,518,312,2,25,0.05
67,20180408,2,7,567,1358,1,25,0.10
68,20170114,2,8,1233,146,2,7,0.07
68,20170303,1,4,1336,1302,1,1,0.07
68,20170309,3,10,1362,391,1,11,0.05
68,20170613,2,7,1553,933,2,7,0.10
68,20170625,2,7,1589,105,2,7,0.20
68,20170626,3,10,1597,473,1,11,0.07
68,20170817,2,8,81,998,1,7,0.20
68,20170911,2,8,138,480,2,7,0.05
68,20171008,2,7,196,124,2,7,0.20
68,20171028,2,8,243,1320,2,7,0.07
68,20171106,1,4,261,1075,2,1,0.05
68,20171214,3,10,333,929,2,11,0.07
68,20180125,2,7,407,247,1,7,0.07
68,20180202,1,3,422,1428,1,1,0.07
68,20180328,2,8,525,898,2,7,0.10
68,20180406,1,3,556,225,1,1,0.05
69,20170215,2,7,1302,1083,2,6,0.10
69,20170216,2,7,1307,761,1,6,0.07
69,20170309,2,7,1357,458,1,6,0.20
69,20170328,3,9,1399,120,1,29,0.07
69,20170505,1,4,1478,765,1,11,0.20
69,20170617,3,10,1569,1139,1,29,0.05
69,20170627,2,8,1599,321,1,6,0.20
69,20170712,2,8,4,1053,1,6,0.10
69,20170713,2,7,5,730,1,6,0.07
69,20170727,2,8,34,306,2,6,0.10
69,20170815,2,7,72,237,2,6,0.20
69,20170819,1,4,86,7,2,11,0.05
69,20170930,2,8,176,1301,2,6,0.05
69,20171126,2,7,301,265,1,6,0.10
69,20171203,2,7,316,693,1,6,0.05
69,20171227,2,7,356,1169,1,6,0.20
69,20180320,2,7,510,460,1,6,0.20
69,20180423,2,8,643,869,2,6,0.10
70,20160120,2,7,828,822,2,16,0.05
70,20160125,2,8,928,984,1,16,0.07
